show_id;type;title;director;country;date_added;release_year;rating;duration;listed_in;cast_1;cast_2;cast_3;cast_4;cast_5;cast_6;cast_7;cast_8;cast_9;cast_10;cast_11;cast_12;cast_13;cast_14;cast_15;cast_16;cast_17;cast_18;cast_19;cast_20;cast_21;cast_22;cast_23;cast_24;cast_25;cast_26;cast_27;cast_28;cast_29;cast_30;cast_31;cast_32;cast_33;cast_34;cast_35;cast_36;cast_37;cast_38;cast_39;cast_40;cast_41;cast_42;cast_43;cast_44;cast_45;cast_46;cast_47;cast_48;cast_49;cast_50
s2236;TV Show;Dark Desire;;Mexico;July 15, 2020;2020;TV-MA;1 Season;Crime TV Shows, International TV Shows, Spanish-Language TV Shows;Maite Perroni; Erik Hayser; Alejandro Speitzer; María Fernanda Yepes; Jorge Poza; Regina Pavón; Paulina Matos; Leticia Huijara; Claudia Pineda; Esteban Soberanes; Claudia Ríos; Samantha Orozco; Fabián Merlo; Eligio Meléndez; Carmen Beato; Carlos Torres; Toño Valdés;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2237;Movie;Little Singham: Legend of Dugabakka;;;July 15, 2020;2020;TV-Y7;68 min;Children & Family Movies, Comedies;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2238;TV Show;Skin Decision: Before and After;;United States;July 15, 2020;2020;TV-MA;1 Season;Reality TV, Science & Nature TV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2239;TV Show;Sunny Bunnies;;Belarus;July 15, 2020;2016;TV-Y;2 Seasons;British TV Shows, Kids' TV, TV Comedies;Svetlana Tsimokhina; Dmitri Davidovich;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2240;Movie;Sylvia;Daniel Oriahi;Nigeria;July 15, 2020;2018;TV-14;104 min;Dramas, International Movies, Thrillers;Chris Attoh; Zainab Balogun; Ini Dima-Okojie; Udoka Onyeka; Lord Frank; Bolaji Ogunmola; Ijeoma Grace Agu; Omotunde Adebowale David;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2241;Movie;The Players;Stefano Mordini;Italy;July 15, 2020;2020;TV-MA;89 min;Comedies, International Movies;Valerio Mastandrea; Riccardo Scamarcio; Laura Chiatti; Valentina Cervi; Marina Foïs; Euridice Axen; Massimiliano Gallo; Alessia Giuliani;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2242;TV Show;The Business of Drugs;;United States;July 14, 2020;2020;TV-MA;1 Season;Docuseries;Amaryllis Fox;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2243;Movie;Urzila Carlson: Overqualified Loser;Hayden Guppy;Australia;July 14, 2020;2020;TV-MA;62 min;Stand-Up Comedy;Urzila Carlson;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2244;Movie;We Are One;Stéphane de Freitas;France;July 14, 2020;2020;TV-MA;86 min;Documentaries, International Movies, Music & Musicals;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2245;Movie;Hole in the Wall;André Odendaal, Johan Vorster;South Africa;July 11, 2020;2016;TV-MA;104 min;Dramas, International Movies;André Odendaal; Nicholas Campbell; Tinarie van Wyk Loots; Bheki Mkwane; Susan Coetzer; Botho Molohloane; Anna Davel; Nomboniso Paile; Dania Gelderblom; Hamish Kyd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2246;TV Show;Dating Around: Brazil;Cassia Dian;Brazil;July 10, 2020;2020;TV-14;1 Season;International TV Shows, Reality TV, Romantic TV Shows;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2247;TV Show;Down to Earth with Zac Efron;;United States;July 10, 2020;2020;TV-PG;1 Season;Docuseries, Reality TV, Science & Nature TV;Zac Efron; Darin Olien;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2248;Movie;Mama's Boy;Amro Salah;Egypt;July 10, 2020;2018;TV-14;101 min;Comedies, International Movies;Hesham Maged; Shikoo; Mohammed Tharwat; Mahmoud Ellisy; Ahmed Sultan; Noor Kadri;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2249;Movie;The Claudia Kishi Club;Sue Ding;United States;July 10, 2020;2020;TV-14;17 min;Documentaries;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2250;TV Show;The Epic Tales of Captain Underpants in Space;;United States;July 10, 2020;2020;TV-Y7;1 Season;Kids' TV, TV Action & Adventure, TV Comedies;Nat Faxon; Jay Gragnani; Ramone Hamilton; Sean Astin; Dayci Brookshire; Jorge Diaz; Peter Hastings; Evan Kishiyama; David Koechner; Erica Luttrell; Brennan Murray; Nolan North; Gary Anthony Williams; Secunda Wood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2251;Movie;The Old Guard;Gina Prince-Bythewood;United States;July 10, 2020;2020;R;126 min;Action & Adventure;Charlize Theron; KiKi Layne; Marwan Kenzari; Luca Marinelli; Harry Melling; Van Veronica Ngo; Matthias Schoenaerts; Chiwetel Ejiofor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2252;TV Show;The Twelve;Wouter Bouvijn;Belgium;July 10, 2020;2019;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Dramas;Maaike Neuville; Charlotte De Bruyne; Tom Vermeir; Mieke De Groote; Johan Heldenbergh; Zouzou Ben Chikha; Peter Gorissen; Piet De Praitere; Maaike Cafmeyer; Josse De Pauw; Greet Verstraete; Koen De Sutter; Isabelle Van Hecke; Lynn Van Royen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2253;Movie;Your Excellency;Funke Akindele;;July 10, 2020;2019;TV-G;120 min;Comedies, International Movies;Akin Lewis; Funke Akindele; Kemi Lala Akindoju; Shaffy Bello; Kunle Coker; Eku Edewor; Alexx Ekubo; Osas Ighodaro Ajibade; Seyi Law; Falz; Chigul; Deyemi Okanlawon; Beverly Osu; Toni Tones; Christian Paul; Bimbo Manuel; Helen Paul;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2254;TV Show;Japan Sinks: 2020;;Japan;July 9, 2020;2020;TV-MA;1 Season;Anime Series, International TV Shows;Reina Ueda; Tomo Muranaka; Yuko Sasaki; Masaki Terasoma; Hiroyuki Yoshino; Kensho Ono;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2255;TV Show;The Protector;;Turkey;July 9, 2020;2020;TV-MA;4 Seasons;International TV Shows, Romantic TV Shows, TV Action & Adventure;Çağatay Ulusoy; Ayça Ayşin Turan; Hazar Ergüçlü; Okan Yalabık; Mehmet Kurtuluş; Yurdaer Okur;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2256;TV Show;Was It Love?;;South Korea;July 9, 2020;2020;TV-14;1 Season;International TV Shows, Korean TV Shows, Romantic TV Shows;Song Ji-hyo; Son Ho-jun; Song Jong-ho; Koo Ja-sung; Kim Min-jun; Kim Da-som; Kim Mee-kyung; Um Chae-young; Kim Young-ah; Kim Byung-choon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2257;Movie;Born Racer;Bryn Evans;New Zealand;July 8, 2020;2018;R;89 min;Documentaries, Sports Movies;Scott Dixon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2258;Movie;Mucho Mucho Amor: The Legend of Walter Mercado;Cristina Costantini, Kareem Tabsch;United States;July 8, 2020;2020;TV-14;96 min;Documentaries, LGBTQ Movies;Walter Mercado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2259;TV Show;Stateless;;Australia;July 8, 2020;2020;TV-MA;1 Season;International TV Shows, TV Dramas;Yvonne Strahovski; Jai Courtney; Cate Blanchett; Asher Keddie; Fayssal Bazzi; Dominic West;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2260;Movie;The Long Dumb Road;Hannah Fidell;United States;July 8, 2020;2018;R;91 min;Comedies, Independent Movies;Tony Revolori; Jason Mantzoukas; Taissa Farmiga; Grace Gummer; Ciara Bravo; Casey Wilson; Pamela Reed; Ron Livingston;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2261;Movie;Dr. Seuss' The Lorax;Chris Renaud, Kyle Balda;United States, France;July 7, 2020;2012;PG;86 min;Children & Family Movies;Danny DeVito; Ed Helms; Taylor Swift; Zac Efron; Betty White; Rob Riggle; Jenny Slate; Nasim Pedrad; Joel Swetow; Michael Beattie; Stephen Tobolowsky;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2262;Movie;Jim Jefferies: Intolerant;Scott Zabielski;;July 7, 2020;2020;TV-MA;67 min;Stand-Up Comedy;Jim Jefferies;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2263;Movie;A Kid from Coney Island;Coodie, Chike;United States, China;July 6, 2020;2019;TV-MA;89 min;Documentaries, Sports Movies;Stephon Marbury;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2264;Movie;PNL - Dans la légende tour;QLF;;July 6, 2020;2020;TV-MA;65 min;International Movies, Music & Musicals;PNL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2265;Movie;Aiyyaa;Sachin Kundalkar;India;July 5, 2020;2012;TV-14;151 min;Comedies, International Movies, Music & Musicals;Rani Mukerji; Prithviraj Sukumaran; Nirmiti Sawant; Subodh Bhave; Jyoti Subhash; Satish Alekar; Anita Date; Amey Wagh; Kishori Balal; Pakoda Pandi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2266;Movie;Bbuddah Hoga Terra Baap;Puri Jagannadh;India;July 5, 2020;2011;TV-14;116 min;Action & Adventure, Comedies, Dramas;Amitabh Bachchan; Hema Malini; Raveena Tandon; Sonu Sood; Sonal Chauhan; Charmy Kaur; Prakash Raj; Makrand Deshpande; Subbaraju; Shawar Ali; Rajeev Verma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2267;Movie;Blood Money;Vishal Mahadkar;India;July 5, 2020;2012;TV-14;110 min;Dramas, International Movies, Romantic Movies;Manish Chaudhary; Kunal Kemmu; Amrita Puri; Shekar Shukla; Teeshay; Mia Evonne Uyeda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2268;Movie;Bombay Talkies;Anurag Kashyap, Dibakar Banerjee, Karan Johar, Zoya Akhtar;India;July 5, 2020;2013;TV-MA;123 min;Dramas, International Movies;Rani Mukerji; Randeep Hooda; Saqib Saleem; Nawazuddin Siddiqui; Sadashiv Amrapurkar; Amitabh Bachchan; Ranvir Shorey; Katrina Kaif; Diana Penty;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2269;Movie;Boss;Anthony D'Souza;India;July 5, 2020;2013;TV-14;139 min;Action & Adventure, Comedies, Dramas;Akshay Kumar; Ronit Roy; Shiv Pandit; Mithun Chakraborty; Johny Lever; Aditi Rao Hydari; Danny Denzongpa; Govind Namdeo; Parikshat Sahni; Aakash Dabhade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2270;Movie;Budhia Singh: Born to Run;Soumendra Padhi;India;July 5, 2020;2016;TV-MA;95 min;Dramas, Independent Movies, International Movies;Manoj Bajpayee; Mayur Mahendra Patole; Tillotama Shome; Shruti Marathe; Chhaya Kadam; Gajraj Rao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2271;Movie;Chashme Baddoor;David Dhawan;India;July 5, 2020;2013;TV-14;121 min;Comedies, International Movies, Music & Musicals;Rishi Kapoor; Ali Zafar; Taapsee Pannu; Siddharth; Divyendu Sharma; Anupam Kher; Bharati Achrekar; Lillete Dubey; Ayaz Khan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2272;Movie;Dharam Sankat Mein;Fuwad Khan;India;July 5, 2020;2015;TV-PG;127 min;Comedies, Dramas, International Movies;Paresh Rawal; Annu Kapoor; Alka Badola Kaushal; Auritra Ghosh; Naseeruddin Shah; Manoj Raghubir Sharma; Rushita Pandya; Murli Sharma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2273;Movie;Drishyam;Nishikant Kamat;India;July 5, 2020;2015;TV-14;162 min;Dramas, International Movies, Thrillers;Ajay Devgn; Shriya Saran; Tabu; Rajat Kapoor; Ishita Dutta; Mrunal Jadhav; Prasanna Ketkar; Yogesh Sonam; Prathamesh Parab; Rishabh Chaddha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2274;Movie;Gabbar Is Back;Krish;India;July 5, 2020;2015;TV-14;128 min;Action & Adventure, Dramas, International Movies;Akshay Kumar; Shruti Haasan; Sunil Grover; Kareena Kapoor; Ishita Vyas; Suman Talwar; Jaideep Ahlawat; Shruti Bapna;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2275;Movie;Gollu Aur Pappu;Kabir Sadanand;India;July 5, 2020;2014;TV-14;112 min;Action & Adventure, Comedies, International Movies;Vir Das; Sandeepa Dhar; Dimple Kapadia; Kunaal Roy Kapur; Deepak Tijori;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2276;TV Show;Hook;Rachit Kusonkoonsiri;Thailand;July 5, 2020;2020;TV-MA;1 Season;International TV Shows, Romantic TV Shows, TV Comedies;Peemapol Panichtamrong; Phiravich Attachitsataporn; Thime Pichitsurakit; Jidapa Siribunchawan; Yanin Opassathaworn; Jaturong Kolimart; Pete Thongchua; Ratchanont Sukpragawp; Kanyaphak Pongsak; Kittikun Tansuhas; Tanawat Cheawaram; Toru Takizawa; Noraworn Puangumpai;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2277;Movie;Inkaar;Sudhir Mishra;India;July 5, 2020;2013;TV-MA;125 min;Dramas, International Movies, Romantic Movies;Arjun Rampal; Chitrangada Singh; Deepti Naval; Kanwaljeet Singh; Rehana Sultan; Vipin Sharma; Kaizaad Kotwal; Sujata Sehgal; Shivani Tanksale; Asheesh Kapur;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2278;Movie;Madras Café;Shoojit Sircar;India;July 5, 2020;2013;TV-14;128 min;Dramas, International Movies, Thrillers;John Abraham; Nargis Fakhri; Rashi Khanna; Avijit Dutt; Prakash Belawadi; Ajay Ratnam; Siddartha Basu; Agnello Dias; Dibang;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2279;Movie;Mary Kom;Omung Kumar;India;July 5, 2020;2014;TV-PG;120 min;Dramas, International Movies, Sports Movies;Priyanka Chopra; Darshan Kumar; Sunil Thapa; Kenny Basumatary; Shishir Sharma; Robin Das; Rajni Basumatary; Lin Laishram; Shakti Singh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2280;Movie;Michael;Ribhu Dasgupta;India;July 5, 2020;2011;TV-MA;86 min;Dramas, Independent Movies, International Movies;Naseeruddin Shah; Mahie Gill; Sabyasachi Chakraborty; Rudranil Ghosh; Iravati Harshe; Churni Ganguly; June Maliah; Purav Bhandare; Shridhar Watsar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2281;Movie;Mumbai Delhi Mumbai;Satish Rajwade;India;July 5, 2020;2014;TV-MA;107 min;Comedies, International Movies, Romantic Movies;Shiv Pandit; Piaa Bajpai;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2282;Movie;Oh My God;Umesh Shukla;India;July 5, 2020;2012;TV-PG;129 min;Comedies, Dramas, International Movies;Akshay Kumar; Paresh Rawal; Mithun Chakraborty; Om Puri; Apoorva Arora; Arun Bali; Honey Chaaya; Poonam Jhawer; Mahesh Manjrekar; Govind Namdeo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2283;Movie;One by Two;Devika Bhagat;India;July 5, 2020;2014;TV-14;135 min;Comedies, Dramas, International Movies;Abhay Deol; Preeti Desai; Lillete Dubey; Rati Agnihotri; Jayant Kripalani; Darshan Jariwala; Anish Trivedi; Geetika Tyagi; Preetika Chawla; Tahir Raj Bhasin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2284;Movie;Only;Takashi Doscher;United States;July 5, 2020;2019;TV-MA;97 min;Dramas, Independent Movies, Romantic Movies;Freida Pinto; Leslie Odom Jr.; Chandler Riggs; Jayson Warner Smith; Joshua Mikel; Mark Ashworth; Tia Hendricks; Richard Hempton; Noor Naghmi; Maggie Parto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2285;Movie;Penalty;Shubham Singh;India;July 5, 2020;2019;TV-14;125 min;Dramas, Independent Movies, International Movies;Lukram Smil; Manjot Singh; Shashank Arora; Kay Kay Menon; Aakash Dabhade; Srishti Jain; Bijou Thaangjam; Mohit Nain; Ashwin Kaushal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2286;Movie;Players;Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla;India;July 5, 2020;2012;TV-14;162 min;Action & Adventure, International Movies;Vinod Khanna; Abhishek Bachchan; Bobby Deol; Sonam Kapoor; Bipasha Basu; Neil Nitin Mukesh; Sikander Kher; Omi Vaidya; Johny Lever; Shweta Bhardwaj;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2287;Movie;Pyaar Ka Punchnama 2;Luv Ranjan;India;July 5, 2020;2015;TV-MA;136 min;Comedies, Dramas, International Movies;Kartik Aaryan; Nushrat Bharucha; Sonalli Sehgall; Sunny Singh; Ishita Raj; Omkar Kapoor; Sharat Saxena; Mona Ambegaonkar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2288;Movie;Queen;Vikas Bahl;India;July 5, 2020;2014;TV-MA;138 min;Comedies, Dramas, International Movies;Kangana Ranaut; Rajkummar Rao; Lisa Haydon; Mish Boyko; Jeffrey Chee Eng Ho; Marco Canadea; Sabeeka Imam; Yogendra Tikku;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2289;Movie;Shaitan;Bejoy Nambiar;India;July 5, 2020;2011;TV-MA;126 min;Action & Adventure, Dramas, Independent Movies;Rajeev Khandelwal; Kalki Koechlin; Gulshan Devaiah; Shiv Pandit; Kirti Kulhari; Neil Bhoopalam; Nikhil Chinappa; Rajit Kapoor; Rajkummar Rao; Pavan Malhotra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2290;Movie;Special 26;Neeraj Pandey;India;July 5, 2020;2013;TV-PG;137 min;Dramas, International Movies, Thrillers;Akshay Kumar; Manoj Bajpayee; Anupam Kher; Jimmy Shergill; Kajal Aggarwal; Divya Dutta; Kharaj Mukherjee; Rajesh Sharma; Kishore Kadam; Neeru Bajwa; Deep Raj Rana; Neetu Singh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2291;Movie;Tanu Weds Manu;Aanand Rai;India;July 5, 2020;2011;TV-14;114 min;Comedies, Dramas, International Movies;Madhavan; Kangana Ranaut; Jimmy Shergill; Deepak Dobriyal; Swara Bhaskar; Eijaz Khan; K.K. Raina; Rajendra Gupta; Ravi Kishan; Navni Parihar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2292;Movie;What the Fish;Gurmmeet Singh;India;July 5, 2020;2013;TV-14;96 min;Comedies, International Movies;Dimple Kapadia; Vishal Sharma; Sumit Suri; Anand Tiwari; Deepti Pujari; Manu Rishi Chadha; Geetika Tyagi; Manjot Singh; Sabina Sheema;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2293;TV Show;Little Singham;;India;July 4, 2020;2020;TV-Y7;2 Seasons;Kids' TV, TV Comedies;Swapnil Kumari; Jigna Bhardwaj; Sonal Kaushal; Neshma Chemburkar; Ganesh Divekar; Shaily Dube; Saumya Daan; Anamaya Verma; Parminder Ghumman; Pawan Kalra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2294;TV Show;Cable Girls;;Spain;July 3, 2020;2019;TV-MA;6 Seasons;International TV Shows, Romantic TV Shows, Spanish-Language TV Shows;Blanca Suárez; Nadia de Santiago; Ana Fernández; Maggie Civantos; Ana Polvorosa; Yon González; Martiño Rivas; Nico Romero; Borja Luna; Sergio Mur; Concha Velasco; Antonio Velázquez; Ernesto Alterio; Ira del Río; Angela Cremonte; Andrea Carballo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2295;Movie;Desperados;LP;United States;July 3, 2020;2020;TV-MA;107 min;Comedies, Romantic Movies;Nasim Pedrad; Anna Camp; Lamorne Morris; Heather Graham; Robbie Amell; Sarah Burns; Jessica Chaffin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2296;Movie;Hunter in the Blue Side of Manchester;Rako Prijanto;Indonesia, United Kingdom;July 3, 2020;2020;TV-MA;89 min;Dramas, International Movies;Adipati Dolken; Ganindra Bimo; Donny Alamsyah; Vonny Cornellya; Tania Staite; Maurice Bryrne; Kevin Bzezovski Taroreh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2297;Movie;I Am Not Your Negro;Raoul Peck;Switzerland, France, Belgium, United States;July 3, 2020;2017;PG-13;94 min;Documentaries;Samuel L. Jackson; Joey Starr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2298;TV Show;JU-ON: Origins;;Japan;July 3, 2020;2020;TV-MA;1 Season;International TV Shows, TV Horror, TV Mysteries;Yoshiyoshi Arakawa; Yuina Kuroshima; Ririka; Koki Osamura; Seiko Iwaido; Kai Inowaki; Ryushin Tei; Yuya Matsuura; Kaho Tsuchimura; Takemi Fujii; Ryota Matsushima; Haruka Kubo; Shinsuke Kato; Nana Yanagisawa; Atom Shukugawa; Yura Anno; Tokio Emoto; Nobuko Sendo; Kana Kurashina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2299;TV Show;Southern Survival;;United States;July 3, 2020;2020;TV-PG;1 Season;Reality TV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2300;TV Show;The Baby-Sitters Club;;United States;July 3, 2020;2020;TV-G;1 Season;Kids' TV, TV Dramas;Sophie Grace; Momona Tamada; Shay Rudolph; Malia Baker; Xochitl Gomez; Alicia Silverstone; Mark Feuerstein; Marc Evan Jackson; Aya Furukawa; Jessica Elaina Eason;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2301;Movie;The Perfect Picture: Ten Years Later;Shirley Frimpong-Manso;Ghana;July 3, 2020;2019;TV-MA;148 min;Comedies, Dramas, International Movies;Jackie Appiah; Naa Ashorkor Mensa-Doku; Lydia Forson; Adjetey Anang; Richard Mofe-Damijo; Chris Attoh; Gideon Okeke; Joselyn Dumas; John Dumelo; Beverly Naya;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2302;TV Show;Supermarket Sweep;;United States;July 2, 2020;1993;TV-G;1 Season;Reality TV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2303;Movie;Thiago Ventura: POKAS;Fabio Ock, Joana Mazzucchelli;Brazil;July 2, 2020;2020;TV-MA;82 min;Stand-Up Comedy;Thiago Ventura;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2304;TV Show;Warrior Nun;;United States;July 2, 2020;2020;TV-MA;1 Season;TV Action & Adventure, TV Mysteries, TV Sci-Fi & Fantasy;Alba Baptista; Toya Turner; Lorena Andrea; Kristina Tonteri-Young; Tristán Ulloa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2305;Movie;#AnneFrank - Parallel Stories;Sabina Fedeli, Anna Migotto;Italy;July 1, 2020;2019;TV-14;95 min;Documentaries, International Movies;Helen Mirren; Gengher Gatti;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2306;TV Show;21 Again;;United Kingdom;July 1, 2020;2019;TV-MA;1 Season;British TV Shows, Reality TV;Laura Morgan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2307;TV Show;A Touch of Green;;Taiwan;July 1, 2020;2016;TV-MA;1 Season;International TV Shows, TV Dramas;Weber Yang; Cheryl Yang; Tien Hsin; Gabriel Lan; Wu Kang-jen; Cindy Lien; Wen Chen-ling; Hans Chung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2308;TV Show;Abby Hatcher;Kyran Kelly;United States, Canada;July 1, 2020;2019;TV-Y;1 Season;Kids' TV;Macy Drouin; Wyatt White; Paul Sun-Hyung Lee; Michela Luci; Christian Dal Dosso; Laaibah Alvi; Leo Orgil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2309;Movie;Adú;Salvador Calvo;Spain;July 1, 2020;2020;TV-MA;120 min;Dramas, International Movies;Luis Tosar; Anna Castillo; Álvaro Cervantes; Miquel Fernández; Jesús Carroza; Moustapha Oumarou; Adam Nourou; Zayidiyya Dissou; Ana Wagener; Nora Navas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2310;Movie;Ali Baba ve 7 Cüceler;Cem Yılmaz;Turkey;July 1, 2020;2015;TV-MA;115 min;Action & Adventure, Comedies, International Movies;Cem Yılmaz; Irina Ivkina; Çetin Altay; Zafer Algöz; Can Yılmaz; Bahtiyar Engin; Fevzi Gökçe; Yosi Mizrahi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2311;Movie;David Foster: Off the Record;Barry Avrich;Canada;July 1, 2020;2019;TV-MA;107 min;Documentaries, Music & Musicals;David Foster;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2312;Movie;Double Jeopardy;Bruce Beresford;United States, Germany, Canada;July 1, 2020;1999;R;105 min;Thrillers;Tommy Lee Jones; Ashley Judd; Bruce Greenwood; Annabeth Gish; Roma Maffia; Jay Brazeau; Michael Gaston; Daniel Lapaine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s2313;Movie;Pek Yakında;Cem Yılmaz;Turkey;July 1, 2020;2014;TV-MA;134 min;Comedies, International Movies;Cem Yılmaz; Tülin Özen; Ozan Güven; Özkan Uğur; Zafer Algöz; Cengiz Bozkurt; Cahit Gök; Bahtiyar Engin; Mazhar Alanson; Metin Coşkun; Tuğrul Tülek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
